razonSocial,nomComuna,place,direccion,idCust,weekday,serviceTime,COD,Name,p,p05,p10,p15,p20,p25,p50,p100,#cliente,day,place,penalty,service
LEXIS NEXIS CHILE LTDA,Santiago,1,MIRAFLORES 383 P.12,243,3,120,SA,243_SA_3,21600,22082,22421,23662,22324,23701,24694,29374,243_SA_3,3,1,29374,120
LEXIS NEXIS CHILE LTDA,Santiago,1,MIRAFLORES  383 PISO 12,318,4,240,SA,318_SA_4,21600,22082,22421,23662,22324,23701,24694,29374,318_SA_4,4,1,29374,240
LIBRERIA GONZALEZ Y ASPE LTDA,Santiago,1,LIRA 192 LOCAL G,68,1,120,SA,68_SA_1,21600,22093,22459,23724,22510,23788,24925,29693,68_SA_1,1,1,29693,120
LOPEZ MARTINEZ MARIA EUGENIA,Vitacura,4,VITACURA 8400 LOCAL   D,69,1,60,VI,69_VI_1,21600,22094,22492,23777,22568,23805,24964,30210,69_VI_1,1,4,30210,60
MANQUEHUE NET S.A.,Providencia,2,11 DE SEPTIEMBRE 2260 LOC 51,382,5,30,PR,382_PR_5,21600,22143,22506,23916,22616,23842,24984,30426,382_PR_5,5,2,30426,30
MARIANA THOMSEN Y CIA.LTDA.,Providencia,2,MANUEL MONTT 2000,319,4,90,PR,319_PR_4,21600,22152,22513,23945,22786,23858,24992,30703,319_PR_4,4,2,30703,90
MAX HUBER REPROTECNICA LTDA.,Providencia,2,GENERAL DEL CANTO 276,71,1,520,PR,71_PR_1,21600,22164,22522,23992,22800,23927,25003,30834,71_PR_1,1,2,30834,520
MAX HUBER REPROTECNICA LTDA.,Santiago,1,MIRAFLORES 109,70,1,180,SA,70_SA_1,21600,22164,22522,23992,22800,23927,25003,30834,70_SA_1,1,1,30834,180
MAX HUBER REPROTECNICA LTDA.,Santiago,1,MIRAFLORES 109,170,2,120,SA,170_SA_2,21600,22164,22522,23992,22800,23927,25003,30834,170_SA_2,2,1,30834,120
MAX HUBER REPROTECNICA LTDA.,Santiago,1,MONEDA 1045,244,3,80,SA,244_SA_3,21600,22164,22522,23992,22800,23927,25003,30834,244_SA_3,3,1,30834,80
MAX HUBER REPROTECNICA LTDA.,Las Condes,3,APOQUINDO 4900-LOCAL 82,169,2,135,LC,169_LC_2,21600,22164,22522,23992,22800,23927,25003,30834,169_LC_2,2,3,30834,135
MINERA LAS CENIZAS S.A.,Providencia,2,CORONEL 2354,171,2,65,PR,171_PR_2,21600,22165,22587,24058,22839,23958,25341,30908,171_PR_2,2,2,30908,65
MINIST DE DEFENSA SUBSEC INVEST,"??""u?'oa",5,AV JOSE PEDRO ALESSANDRI 1800,172,2,60,NU,172_NU_2,21600,22204,22597,24143,22840,23959,26435,31592,172_NU_2,2,5,31592,60
MINISTERIO DEL INTERIOR,Santiago,1,PALACIO DE LA MONEDA OF.110,321,4,240,SA,321_SA_4,21600,22232,22610,24207,22843,24069,26474,31648,321_SA_4,4,1,31648,240
MINISTERIO DEL INTERIOR,Santiago,1,AGUSTINAS  1235  P. 4,383,5,240,SA,383_SA_5,21600,22232,22610,24207,22843,24069,26474,31648,383_SA_5,5,1,31648,240
MINISTERIO DEL INTERIOR,Providencia,2,TORRES BOONEN 511 PISO 1,73,1,120,PR,73_PR_1,21600,22232,22610,24207,22843,24069,26474,31648,73_PR_1,1,2,31648,120
MINISTERIO DEL INTERIOR,Santiago,1,AGUSTINAS 1235 P.8,72,1,195,SA,72_SA_1,21600,22232,22610,24207,22843,24069,26474,31648,72_SA_1,1,1,31648,195
MINISTERIO DEL INTERIOR,Santiago,1,PALACIO DE MONEDA GAB. SR MINISTRO,320,4,120,SA,320_SA_4,21600,22232,22610,24207,22843,24069,26474,31648,320_SA_4,4,1,31648,120
MINISTERIO DEL INTERIOR,Santiago,1,AGUSTINAS 1235 PISO 3 OF.DERECHOS HUMANO,322,4,90,SA,322_SA_4,21600,22232,22610,24207,22843,24069,26474,31648,322_SA_4,4,1,31648,90
MINISTERIO SECRETARIA GRAL. DE GOBIERNO,Santiago,1,TEATINOS 20 OF.47,245,3,160,SA,245_SA_3,21600,22254,22630,24229,22845,24098,26494,31683,245_SA_3,3,1,31683,160
MINISTERIO SECRETARIA GRAL. DE GOBIERNO,Santiago,1,ALAMEDA 886 PISO 2 ALA NORTE,384,5,240,SA,384_SA_5,21600,22254,22630,24229,22845,24098,26494,31683,384_SA_5,5,1,31683,240
MINISTERIO SECRETARIA GRAL. DE GOBIERNO,Santiago,1,PALACIO MONEDA  P 4 DUPLICACION,323,4,120,SA,323_SA_4,21600,22254,22630,24229,22845,24098,26494,31683,323_SA_4,4,1,31683,120
MITSUI TRADING AND SERVICE LTDA.,Las Condes,3,AV ANDRES BELLO 2711 P 11,246,3,100,LC,246_LC_3,21600,22286,22632,24232,22858,24120,26708,31987,246_LC_3,3,3,31987,100
MMRR.EE.DIR.RELAC.ECONOM.INTERNC,Santiago,1,TEATINOS 20 P.9 PRO CHILE OF. 91,247,3,90,SA,247_SA_3,21600,22290,22693,24259,22874,24287,26736,32016,247_SA_3,3,1,32016,90
MONTRONE PLA S.A.,Santiago,1,SANTA R0SA 2055 P 3 RRHH,74,1,60,SA,74_SA_1,21600,22292,22694,24288,22930,24296,26834,32402,74_SA_1,1,1,32402,60
MOP DIRECCION GENERAL,Santiago,1,MORANDE 59 P10  DIR.ARQUITEC.OF.1015,75,1,75,SA,75_SA_1,21600,22297,22706,24324,22939,24391,26955,32439,75_SA_1,1,1,32439,75
MOP DIRECCION GENERAL,Santiago,1,MORANDE 59 P 7 OF. DE PARTES,174,2,360,SA,174_SA_2,21600,22297,22706,24324,22939,24391,26955,32439,174_SA_2,2,1,32439,360
MOP DIRECCION GENERAL,Santiago,1,MORANDE 59 P 10 EDIF.PUBLICA OF.1001,173,2,55,SA,173_SA_2,21600,22297,22706,24324,22939,24391,26955,32439,173_SA_2,2,1,32439,55
MOP DIRECCION GENERAL,Santiago,1,BOMBERO SALAS 1351 P 7,175,2,90,SA,175_SA_2,21600,22297,22706,24324,22939,24391,26955,32439,175_SA_2,2,1,32439,90
MOP DIRECCION GENERAL,Santiago,1,MORANDE 59  P4  (FISCALIA),385,5,60,SA,385_SA_5,21600,22297,22706,24324,22939,24391,26955,32439,385_SA_5,5,1,32439,60
MULTINEGOCIOS S.A.,Santiago,1,AGUSTINAS 785 P.9,248,3,60,SA,248_SA_3,21600,22312,22713,24338,22975,24414,26988,32561,248_SA_3,3,1,32561,60
MUTUAL DE SEGURIDAD C CH. C,Santiago,1,ALAMEDA 4848  HOLL,176,2,90,SA,176_SA_2,21600,22315,22757,24353,23007,24500,27128,32678,176_SA_2,2,1,32678,90
MUTUALIDAD DEL EJERCITO Y AVIACION,Providencia,2,AV. 11 DE SEPTIEMBRE 2336 P.2,177,2,50,PR,177_PR_2,21600,22315,22849,24353,23012,24544,27210,32912,177_PR_2,2,2,32912,50
NCR CHILE LTDA.,Santiago,1,MIRAFLORES 383 P.17,249,3,75,SA,249_SA_3,21600,22342,22856,24537,23169,24573,27289,32958,249_SA_3,3,1,32958,75
NETCO LTDA.,Santiago,1,EJERCITO LIBERTADOR 146 SALA MULTIUSO,76,1,100,SA,76_SA_1,21600,22346,22875,24578,23187,24635,27427,33156,76_SA_1,1,1,33156,100
NOTARIA PATRICIO RABY BENAVENTE,Santiago,1,MONEDA 920 P 2 OF 205,250,3,60,SA,250_SA_3,21600,22354,22914,24627,23189,24873,27430,33866,250_SA_3,3,1,33866,60
NOTARIA PATRICIO RABY BENAVENTE,Santiago,1,MONEDA 920 P 2 OF 205,77,1,120,SA,77_SA_1,21600,22354,22914,24627,23189,24873,27430,33866,77_SA_1,1,1,33866,120
NOVARTIS CHILE S.A.,"??""u?'oa",5,FRANCISCO MENESES 1980,178,2,20,NU,178_NU_2,21600,22356,22917,24677,23409,24918,27731,34058,178_NU_2,2,5,34058,20
OLIMPIA  SCHNEIDER MOENNE-LOCCOZ,Santiago,1,HUERFANOS 1055 LOCAL 328,324,4,130,SA,324_SA_4,21600,22369,22924,24699,23412,24949,27732,34173,324_SA_4,4,1,34173,130
PARIS CORREDORES DE SEGUROS LTDA.,Providencia,2,RICARDO LYON 222 P9 OF 901,325,4,180,PR,325_PR_4,21600,22395,22938,24723,23467,25010,27766,34686,325_PR_4,4,2,34686,180
PATINO SABAG EDUARDO,Santiago,1,COMPA?IA 1390 OF. 909,386,5,90,SA,386_SA_5,21600,22418,22948,24886,23471,25035,27803,35401,386_SA_5,5,1,35401,90
PATRONATO NAC. DE LA INFANCIA,Providencia,2,PEDRO DE VALDIVIA 844,179,2,100,PR,179_PR_2,21600,22460,22973,24897,23558,25200,28032,35804,179_PR_2,2,2,35804,100
PCS-CORP,Providencia,2,"11 DE SEPTIEMBRE 2155 OF. 903, TORRE A",251,3,60,PR,251_PR_3,21600,22466,23032,24908,23558,25225,28220,36147,251_PR_3,3,2,36147,60
PIRELLI NEUMATICOS,Las Condes,3,AV. NVA TAJAMAR 555  OF 302,180,2,60,LC,180_LC_2,21600,22507,23076,24924,23674,25226,28414,36911,180_LC_2,2,3,36911,60
PONTIFICIA UNIVERSIDAD CATOLICA,Santiago,1,LIRA 41 DPTO 5    (130),326,4,1,SA,326_SA_4,21600,22515,23180,24955,23676,25235,28486,37602,326_SA_4,4,1,37602,1
PONTIFICIA UNIVERSIDAD CATOLICA,Santiago,1,EL COMENDADOR 1946 ADM.CAMPUS LO CONTADO,78,1,60,SA,78_SA_1,21600,22515,23180,24955,23676,25235,28486,37602,78_SA_1,1,1,37602,60
PONTIFICIA UNIVERSIDAD CATOLICA,Santiago,1,MARCOLETA 345 P 2 B. SANGRE (320),79,1,100,SA,79_SA_1,21600,22515,23180,24955,23676,25235,28486,37602,79_SA_1,1,1,37602,100
PONTIFICIA UNIVERSIDAD CATOLICA,Las Condes,3,MALL ALTO LAS CONDES LOCAL 1106,181,2,120,LC,181_LC_2,21600,22515,23180,24955,23676,25235,28486,37602,181_LC_2,2,3,37602,120
PONTIFICIA UNIVERSIDAD CATOLICA,Santiago,1,MARCOLETA 352  SALUD PUBLICA P1(670),252,3,55,SA,252_SA_3,21600,22515,23180,24955,23676,25235,28486,37602,252_SA_3,3,1,37602,55
PORTA SYSTEMS CHILE,Santiago,1,LIVINGSTONE 72,387,5,90,SA,387_SA_5,21600,22523,23211,25111,23702,25328,28700,37771,387_SA_5,5,1,37771,90
PRECISION HISPANA,Santiago,1,EJERCITO 521 PISO 2,80,1,90,SA,80_SA_1,21600,22543,23225,25155,23714,25411,28765,38313,80_SA_1,1,1,38313,90
PREFECTURA CARABINEROS SANTIAGO CENTRO,Santiago,1,STO DOMINGO 714 1 COMIS STGO,81,1,60,SA,81_SA_1,21600,22557,23226,25172,23723,25416,28781,38468,81_SA_1,1,1,38468,60
PRESIDENCIA DE LA REPUBLICA,Santiago,1,NUEVA YORK 9 PISO 17,388,5,60,SA,388_SA_5,21600,22563,23251,25186,23810,25441,28966,38524,388_SA_5,5,1,38524,60
PROCESOS INTEGRALES VIVACOOP S.A.,Santiago,1,AHUMADA 341 PISO 6,389,5,90,SA,389_SA_5,21600,22576,23269,25207,23861,25464,29285,39073,389_SA_5,5,1,39073,90
PROCESOS INTEGRALES VIVACOOP S.A.,Santiago,1,AHUMADA 341 PISO 6,253,3,60,SA,253_SA_3,21600,22576,23269,25207,23861,25464,29285,39073,253_SA_3,3,1,39073,60
PROSPECTA S.A.,Vitacura,4,VITACURA 2736 P-18,82,1,30,VI,82_VI_1,21600,22577,23276,25215,23862,25470,29737,39352,82_VI_1,1,4,39352,30
PUBLICITARIA SUTIL Y ASOCIADOS S.A,Las Condes,3,SAN SEBASTIAN 2909 OF 101,390,5,180,LC,390_LC_5,21600,22607,23334,25273,23892,25497,30261,39449,390_LC_5,5,3,39449,180
RED DE TELEVISION CHILEVISION S. A.,Providencia,2,INES MATTE URREJOLA 0825,255,3,150,PR,255_PR_3,21600,22614,23374,25283,23959,25757,30292,39780,255_PR_3,3,2,39780,150
RED DE TELEVISION CHILEVISION S. A.,Providencia,2,INES MATTE URREJOLA 0825,254,3,60,PR,254_PR_3,21600,22614,23374,25283,23959,25757,30292,39780,254_PR_3,3,2,39780,60
RENE WIEGAND KOCH Y CIA LTDA,Providencia,2,PIO NONO 1  PISO 4 FAC.DERECHO,256,3,90,PR,256_PR_3,21600,22622,23391,25313,23987,25767,30460,39827,256_PR_3,3,2,39827,90
ROENSA S.A.,Santiago,1,NATANIEL COX 1481,257,3,5,SA,257_SA_3,21600,22628,23489,25331,24062,25819,30488,39861,257_SA_3,3,1,39861,5
RUIZ RUIZ ANGEL GASPAR,Santiago,1,MIRAFLORES 211,258,3,120,SA,258_SA_3,21600,22638,23500,25423,24105,25871,30535,39933,258_SA_3,3,1,39933,120
RUIZ RUIZ ANGEL GASPAR,Santiago,1,MIRAFLORES 211,83,1,240,SA,83_SA_1,21600,22638,23500,25423,24105,25871,30535,39933,83_SA_1,1,1,39933,240
S.A.C.I. FALABELLA,Santiago,1,ROSAS 1665 P.2 GCIA. ADM. Y FINANZAS,327,4,120,SA,327_SA_4,21600,22666,23538,25431,24234,25995,30760,40053,327_SA_4,4,1,40053,120
SAC  CHILE S.A.,Las Condes,3,SAN SEBASTIAN 2839,84,1,15,LC,84_LC_1,21600,22672,23620,25515,24283,26045,31175,40303,84_LC_1,1,3,40303,15
SALCOBRAND S.A.,Providencia,2,COYANCURA  2283  OF. 1502,85,1,70,PR,85_PR_1,21600,22673,23649,25560,24283,26048,31179,40346,85_PR_1,1,2,40346,70
SALVI HERMANOS LTDA.,Providencia,2,MANUEL MONTT 844,86,1,90,PR,86_PR_1,21600,22679,23695,25630,24288,26413,31262,40744,86_PR_1,1,2,40744,90
SANHUEZA VALLADARES CARLOS,Santiago,1,HUERFANOS 1294 OF 21,259,3,110,SA,259_SA_3,21600,22703,23723,25640,24312,26441,31360,41027,259_SA_3,3,1,41027,110
SANTANDER GESTION DE RECAUD. Y COB. LTDA,Santiago,1,MONEDA 856 PISO 5 OF. 502,260,3,120,SA,260_SA_3,21600,22744,23727,25862,24427,26453,31438,41034,260_SA_3,3,1,41034,120
SEC.REG.M.DE BIENES NAC.P.S.TIT.,Santiago,1,JUAN ANTONIO RIOS 6 P.5 DECRET,261,3,90,SA,261_SA_3,21600,22758,23733,25943,24546,26461,31463,41497,261_SA_3,3,1,41497,90
SEC.REG.MINST.DE TRASP.Y TELECOM,Santiago,1,AMUNATEGUI 139 PISO 9,87,1,60,SA,87_SA_1,21600,22779,23775,25946,24700,26608,31589,41981,87_SA_1,1,1,41981,60
SEC.REG.MINST.DE TRASP.Y TELECOM,Santiago,1,AMUNATEGUI 139 PISO 2 BIBLIOTECA,262,3,120,SA,262_SA_3,21600,22779,23775,25946,24700,26608,31589,41981,262_SA_3,3,1,41981,120
SEGURIDAD Y  TELECOMUNICACIONES S.A.,Las Condes,3,LAS CONDES 7300,88,1,120,LC,88_LC_1,21600,22799,23783,26107,24704,26704,31631,42019,88_LC_1,1,3,42019,120
SEGUROS SECURITY PREVISION GENERALES S.A,Las Condes,3,HENDAYA 60 PISO 6 OF.601,328,4,120,LC,328_LC_4,21600,22803,23795,26165,24720,26862,32435,42114,328_LC_4,4,3,42114,120
SEGUROS SECURITY PREVISION GENERALES S.A,Las Condes,3,HENDAYA 60 P7,329,4,90,LC,329_LC_4,21600,22803,23795,26165,24720,26862,32435,42114,329_LC_4,4,3,42114,90
SEGUROS VIDA SECURITY PREVISION S.A.,Las Condes,3,HENDAYA 60 PISO 7 CASA MATRIZ,182,2,60,LC,182_LC_2,21600,22813,23821,26253,24818,27021,32482,43085,182_LC_2,2,3,43085,60
SEGURY CORP S.A.,"??""u?'oa",5,SUCRE 1828,183,2,20,NU,183_NU_2,21600,22822,23832,26362,24839,27109,32582,43190,183_NU_2,2,5,43190,20
SENADO DE LA REPUBLICA,Santiago,1,SAN MARTIN 32 P.2,263,3,60,SA,263_SA_3,21600,22829,23858,26372,24906,27236,32723,43410,263_SA_3,3,1,43410,60
SENADO DE LA REPUBLICA,Santiago,1,SAN MARTIN 32 P.2,184,2,15,SA,184_SA_2,21600,22829,23858,26372,24906,27236,32723,43410,184_SA_2,2,1,43410,15
SER.DE RG.CIVIL E IDENTIFICACION,Santiago,1,CATEDRAL 1772 PISO 6 PRESUPUESTO,185,2,35,SA,185_SA_2,21600,22899,23870,26463,24907,27272,32754,44249,185_SA_2,2,1,44249,35
SER.DE RG.CIVIL E IDENTIFICACION,Santiago,1,CATEDRAL 1772 P.4,331,4,160,SA,331_SA_4,21600,22899,23870,26463,24907,27272,32754,44249,331_SA_4,4,1,44249,160
SER.DE RG.CIVIL E IDENTIFICACION,Santiago,1,HUERFANOS 1570 P3 DIR REGIONAL,330,4,120,SA,330_SA_4,21600,22899,23870,26463,24907,27272,32754,44249,330_SA_4,4,1,44249,120
SERV. INTEGRALES DE COMERCIO EXTERIOR LT,Santiago,1,MONJITAS 392 P 11 OF 1103,264,3,65,SA,264_SA_3,21600,22907,23883,26587,24920,27357,33014,44314,264_SA_3,3,1,44314,65
SERV.DE CORRESPONDENCIA ENVIA LTDA,Providencia,2,CALLE BARROS ERRAZURIZ 1954 OF.1602,186,2,120,PR,186_PR_2,21600,22926,23901,26589,25106,27423,33227,44985,186_PR_2,2,2,44985,120
SERVICIO DE IMPUESTOS INTERNOS,Santiago,1,TEATINOS 120 SUBTERRANEO,187,2,210,SA,187_SA_2,21600,22946,23914,26720,25116,27444,33367,45413,187_SA_2,2,1,45413,210
SERVICIOS DE ADMIN. PREVISIONALES S.A.,Providencia,2,MARCHANT PEREIRA 10  P.16,89,1,70,PR,89_PR_1,21600,22984,23920,26753,25126,27470,34141,45533,89_PR_1,1,2,45533,70
SERVICIOS DE CONTROL DE CREDITOS S.A.,Santiago,1,MONJITAS 550 P2 OF 7,90,1,90,SA,90_SA_1,21600,22996,23962,26941,25181,27625,34286,46343,90_SA_1,1,1,46343,90
SERVICIOS DE INGENIERIA LTDA.,Las Condes,3,AV VITACURA  2771 OF 1101 B,391,5,75,LC,391_LC_5,21600,23100,23993,27123,25189,27712,34758,46437,391_LC_5,5,3,46437,75
SERVICIOS GENERALES LTDA.,Providencia,2,AV. RICARDO LYON 1177 CENTRAL,393,5,150,PR,393_PR_5,21600,23128,24092,27265,25208,27757,34885,47325,393_PR_5,5,2,47325,150
SERVICIOS GENERALES LTDA.,Providencia,2,LADISLAO ERRAZURIZ 2121,91,1,120,PR,91_PR_1,21600,23128,24092,27265,25208,27757,34885,47325,91_PR_1,1,2,47325,120
SERVICIOS GENERALES LTDA.,Providencia,2,AV. RICARDO LYON 1177 CENTRO D.,392,5,35,PR,392_PR_5,21600,23128,24092,27265,25208,27757,34885,47325,392_PR_5,5,2,47325,35
SERVICIOS GRAFICOS JCV S.A.,Vitacura,4,VITACURA 2653 B,188,2,100,VI,188_VI_2,21600,23129,24142,27333,25276,27776,35039,48168,188_VI_2,2,4,48168,100
SHELL CHILE S.A.C.E.I.,Providencia,2,CARLOS ANTUNEZ 2490,332,4,120,PR,332_PR_4,21600,23221,24169,27375,25314,28028,35355,48469,332_PR_4,4,2,48469,120
SIEMENS S.A.,Providencia,2,AV HOLANDA 64,265,3,100,PR,265_PR_3,21600,23261,24289,27422,25407,28097,35861,49498,265_PR_3,3,2,49498,100
SOC FORESTAL LOS ESTEROS LTDA,Santiago,1,COMPANIA 1068  OF 607,92,1,60,SA,92_SA_1,21600,23359,24301,27554,25593,28349,36008,49684,92_SA_1,1,1,49684,60
SOC.AGRIC.ABOUGHAZALEH HNOS.LTDA.,Vitacura,4,AV LUIS  PASTEUR  5842  OF. 400,333,4,90,VI,333_VI_4,21600,23373,24302,27658,25596,28460,36049,50334,333_VI_4,4,4,50334,90
SOC.INMOBILIARIA SAN CRISTOBAL,Providencia,2,AV.STA. MARIA 1742 INGENIERIA,394,5,75,PR,394_PR_5,21600,23402,24334,27692,25625,28467,36110,51248,394_PR_5,5,2,51248,75
SOCIEDAD CONSTRUCTORA ELECTRICA LTDA.,Santiago,1,HUERFANOS  1178 OF 509,93,1,90,SA,93_SA_1,21600,23416,24525,27929,25978,28530,36714,51289,93_SA_1,1,1,51289,90
SODEXHO CHILE S.A.,"??""u?'oa",5,WILLIAMS REBOLLEDO 1799  P.2.EDIF NUEVO,94,1,160,NU,94_NU_1,21600,23432,24650,28164,26039,28594,37022,51304,94_NU_1,1,5,51304,160
SONDA S.A.,Santiago,1,TEATINOS 500 P.8,95,1,140,SA,95_SA_1,21600,23484,24688,28304,26199,28898,37308,51717,95_SA_1,1,1,51717,140
SOUTH EXPRESS CARGO S.A.,Santiago,1,SOTERO DEL RIO 508 OF 1027,334,4,30,SA,334_SA_4,21600,23501,24774,28393,26202,28907,37438,51835,334_SA_4,4,1,51835,30
STECK Y CIA. LTDA.,Vitacura,4,BUENAVENTURA 1770 L.6,96,1,50,VI,96_VI_1,21600,23543,25148,28715,26237,28944,38137,54486,96_VI_1,1,4,54486,50
STUEDEMANN S.A.,Providencia,2,CONDELL 303 STUDIO PRINT,98,1,10,PR,98_PR_1,21600,23548,25195,28723,26279,29092,38229,56374,98_PR_1,1,2,56374,10
STUEDEMANN S.A.,Providencia,2,CONDELL 303 STUDIOPRINT,97,1,20,PR,97_PR_1,21600,23548,25195,28723,26279,29092,38229,56374,97_PR_1,1,2,56374,20
SUP.DE ADMNST.FDOS.DE PENSIONES,Santiago,1,HUERFANOS 1273 P.14,335,4,30,SA,335_SA_4,21600,23566,25268,28771,26353,29098,38309,56906,335_SA_4,4,1,56906,30
SUPERINT DE INSTIT DE SALUD PREVISIONAL,Santiago,1,MAC IVER 225 P 3,266,3,80,SA,266_SA_3,21600,23587,25288,28786,26378,29230,38374,57675,266_SA_3,3,1,57675,80
SUPERINTENDENCIA DE ELECTRICIDAD Y COMBU,Santiago,1,AMUNATEGUI 58 P.5,99,1,75,SA,99_SA_1,21600,23596,25324,28795,26576,29430,38518,59192,99_SA_1,1,1,59192,75
SUPERMERCADO VESPUCIO SUR LTDA.,"??""u?'oa",5,A.VESPUCIO SUR 881 OF. DE COMPRAS,267,3,50,NU,267_NU_3,21600,23645,25337,29062,26684,29583,38777,59212,267_NU_3,3,5,59212,50
SUPERMERCADOS UNIMARC S.A.,Vitacura,4,AV SANTA MARIA 6940 LIBRERIA,336,4,240,VI,336_VI_4,21600,23694,25418,29097,26740,30218,39122,59307,336_VI_4,4,4,59307,240
TECNA-VAL,Providencia,2,BARROS BORGONO 255,337,4,1,PR,337_PR_4,21600,23760,25439,29448,26828,30837,39135,64245,337_PR_4,4,2,64245,1
TRANSBANK S.A.,Santiago,1,HUERFANOS 770 P8,395,5,90,SA,395_SA_5,21600,23823,25570,29887,26891,30871,39392,64649,395_SA_5,5,1,64649,90
TRANSBANK S.A.,Santiago,1,HUERFANOS 770 P 11 GCIA.GRAL.,338,4,60,SA,338_SA_4,21600,23823,25570,29887,26891,30871,39392,64649,338_SA_4,4,1,64649,60
TUR BUS LTDA.,Santiago,1,RUIZ TAGLE 220 P.1 AT CLIENTES,396,5,60,SA,396_SA_5,21600,23838,25854,29890,27231,30897,40651,64862,396_SA_5,5,1,64862,60
TUR BUS LTDA.,Santiago,1,DOLORES 800  OPERACIONES P.2,397,5,10,SA,397_SA_5,21600,23838,25854,29890,27231,30897,40651,64862,397_SA_5,5,1,64862,10
UNIVERSIDAD CENTRAL,Santiago,1,TOESCA 1783 METRO TOESCA P 1,268,3,90,SA,268_SA_3,21600,23886,25871,30102,27282,31246,41030,65169,268_SA_3,3,1,65169,90
UNIVERSIDAD DE CHILE,"??""u?'oa",5,IGNACIO CARRERA PINTO 1045 CENTRAL APUNT,398,5,150,NU,398_NU_5,21600,23887,26000,30434,27449,31829,41540,65739,398_NU_5,5,5,65739,150
UNIVERSIDAD DE CHILE,Santiago,1,PLAZA ERCILLA 883 OF.PARTES,340,4,60,SA,340_SA_4,21600,23887,26000,30434,27449,31829,41540,65739,340_SA_4,4,1,65739,60
UNIVERSIDAD DE CHILE,Santiago,1,DIAGONAL PARAGUAY 257-PISO 1,339,4,140,SA,339_SA_4,21600,23887,26000,30434,27449,31829,41540,65739,339_SA_4,4,1,65739,140
UNIVERSIDAD DE CHILE,Providencia,2,PIO NONO NRO.1,189,2,80,PR,189_PR_2,21600,23887,26000,30434,27449,31829,41540,65739,189_PR_2,2,2,65739,80
UNIVERSIDAD DE LA REPUBLICA,Santiago,1,AGUSTINAS 1831 -CENTRAL DE APUNTES,399,5,60,SA,399_SA_5,21600,23893,26036,30566,27710,32212,44227,73657,399_SA_5,5,1,73657,60
UNIVERSIDAD DE LA REPUBLICA,Santiago,1,AGUSTINAS 1831,190,2,30,SA,190_SA_2,21600,23893,26036,30566,27710,32212,44227,73657,190_SA_2,2,1,73657,30
UNIVERSIDAD FINIS TERRAE,Providencia,2,AV. PEDRO DE VALDIVIA 1543,100,1,60,PR,100_PR_1,21600,23904,26401,31266,27744,32278,45957,82595,100_PR_1,1,2,82595,60
UNIVERSIDAD TECNICA METROPOLITANA,Santiago,1,VIDAURRE 1550 P/4 COMPUTACION,269,3,40,SA,269_SA_3,21600,23943,26847,32823,28716,32890,47449,88376,269_SA_3,3,1,88376,40
VM.ICA SISTEMAS Y TECNOLOGIA LTDA.,Providencia,2,FIDEL OTEIZA 1916 OF.1001,400,5,45,PR,400_PR_5,21600,23959,26879,33115,29012,33195,49013,91513,400_PR_5,5,2,91513,45
WARNER MUSIC CHILE S.A.,Providencia,2,AV. POCURO 2262,270,3,75,PR,270_PR_3,21600,24093,27193,33363,29868,33741,54618,92373,270_PR_3,3,2,92373,75
